timestamp_utc,region,hub,price_usd_mwh
2025-01-01T00:00:00Z,PJM,WESTERN_HUB,32.40
2025-01-01T01:00:00Z,PJM,WESTERN_HUB,30.80
2025-01-01T02:00:00Z,PJM,WESTERN_HUB,30.00
2025-01-01T03:00:00Z,PJM,WESTERN_HUB,30.00
2025-01-01T04:00:00Z,PJM,WESTERN_HUB,30.20
2025-01-01T05:00:00Z,PJM,WESTERN_HUB,31.60
2025-01-01T06:00:00Z,PJM,WESTERN_HUB,36.80
2025-01-01T07:00:00Z,PJM,WESTERN_HUB,42.50
2025-01-01T08:00:00Z,PJM,WESTERN_HUB,50.20
2025-01-01T09:00:00Z,PJM,WESTERN_HUB,55.80
2025-01-01T10:00:00Z,PJM,WESTERN_HUB,58.40
2025-01-01T11:00:00Z,PJM,WESTERN_HUB,60.10
2025-01-01T12:00:00Z,PJM,WESTERN_HUB,61.50
2025-01-01T13:00:00Z,PJM,WESTERN_HUB,60.80
2025-01-01T14:00:00Z,PJM,WESTERN_HUB,59.20
2025-01-01T15:00:00Z,PJM,WESTERN_HUB,57.60
2025-01-01T16:00:00Z,PJM,WESTERN_HUB,56.40
2025-01-01T17:00:00Z,PJM,WESTERN_HUB,58.90
2025-01-01T18:00:00Z,PJM,WESTERN_HUB,61.20
2025-01-01T19:00:00Z,PJM,WESTERN_HUB,58.40
2025-01-01T20:00:00Z,PJM,WESTERN_HUB,50.80
2025-01-01T21:00:00Z,PJM,WESTERN_HUB,42.60
2025-01-01T22:00:00Z,PJM,WESTERN_HUB,36.40
2025-01-01T23:00:00Z,PJM,WESTERN_HUB,33.10
2025-01-02T00:00:00Z,PJM,WESTERN_HUB,32.00
2025-01-02T01:00:00Z,PJM,WESTERN_HUB,30.50
2025-01-02T02:00:00Z,PJM,WESTERN_HUB,30.00
2025-01-02T03:00:00Z,PJM,WESTERN_HUB,30.00
2025-01-02T04:00:00Z,PJM,WESTERN_HUB,30.00
2025-01-02T05:00:00Z,PJM,WESTERN_HUB,31.20
2025-01-02T06:00:00Z,PJM,WESTERN_HUB,36.40
2025-01-02T07:00:00Z,PJM,WESTERN_HUB,42.00
2025-01-02T08:00:00Z,PJM,WESTERN_HUB,49.80
2025-01-02T09:00:00Z,PJM,WESTERN_HUB,55.40
2025-01-02T10:00:00Z,PJM,WESTERN_HUB,58.00
2025-01-02T11:00:00Z,PJM,WESTERN_HUB,59.70
2025-01-02T12:00:00Z,PJM,WESTERN_HUB,61.10
2025-01-02T13:00:00Z,PJM,WESTERN_HUB,60.40
2025-01-02T14:00:00Z,PJM,WESTERN_HUB,58.80
2025-01-02T15:00:00Z,PJM,WESTERN_HUB,57.20
2025-01-02T16:00:00Z,PJM,WESTERN_HUB,56.00
2025-01-02T17:00:00Z,PJM,WESTERN_HUB,58.50
2025-01-02T18:00:00Z,PJM,WESTERN_HUB,60.80
2025-01-02T19:00:00Z,PJM,WESTERN_HUB,58.00
2025-01-02T20:00:00Z,PJM,WESTERN_HUB,50.40
2025-01-02T21:00:00Z,PJM,WESTERN_HUB,42.20
2025-01-02T22:00:00Z,PJM,WESTERN_HUB,36.00
2025-01-02T23:00:00Z,PJM,WESTERN_HUB,32.70
2025-01-03T00:00:00Z,PJM,WESTERN_HUB,32.80
2025-01-03T01:00:00Z,PJM,WESTERN_HUB,31.10
2025-01-03T02:00:00Z,PJM,WESTERN_HUB,30.20
2025-01-03T03:00:00Z,PJM,WESTERN_HUB,30.00
2025-01-03T04:00:00Z,PJM,WESTERN_HUB,30.40
2025-01-03T05:00:00Z,PJM,WESTERN_HUB,32.00
2025-01-03T06:00:00Z,PJM,WESTERN_HUB,37.20
2025-01-03T07:00:00Z,PJM,WESTERN_HUB,43.00
2025-01-03T08:00:00Z,PJM,WESTERN_HUB,50.60
2025-01-03T09:00:00Z,PJM,WESTERN_HUB,56.20
2025-01-03T10:00:00Z,PJM,WESTERN_HUB,58.80
2025-01-03T11:00:00Z,PJM,WESTERN_HUB,60.50
2025-01-03T12:00:00Z,PJM,WESTERN_HUB,61.90
2025-01-03T13:00:00Z,PJM,WESTERN_HUB,61.20
2025-01-03T14:00:00Z,PJM,WESTERN_HUB,59.60
2025-01-03T15:00:00Z,PJM,WESTERN_HUB,58.00
2025-01-03T16:00:00Z,PJM,WESTERN_HUB,56.80
2025-01-03T17:00:00Z,PJM,WESTERN_HUB,59.30
2025-01-03T18:00:00Z,PJM,WESTERN_HUB,61.60
2025-01-03T19:00:00Z,PJM,WESTERN_HUB,58.80
2025-01-03T20:00:00Z,PJM,WESTERN_HUB,51.20
2025-01-03T21:00:00Z,PJM,WESTERN_HUB,43.00
2025-01-03T22:00:00Z,PJM,WESTERN_HUB,36.80
2025-01-03T23:00:00Z,PJM,WESTERN_HUB,33.50
